cx,cy,cz,a,b,theta,A1,A2,phi1,E,E_i01,E_i02,E_ip1,E_ip2,E_ip3,E_ip4,E_it1,E_it2,E_it3,E_it4,machine_type,status,file_name
-1.2,2.4,11.6,7.8,6,27,2,-6,0,-9.777088983,-0.673544133,-1.764005911,-0.045086594,-1.641026502,-0.079649844,-0.590631237,-0.192105911,-1.768555359,-0.402924171,-0.12798694,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.4_cz=11.6.log
-1,2.4,11.5,7.8,6,27,2,-6,0,-9.771020962,-0.412073267,-1.859958465,-0.05144327,-1.798117355,-0.081488449,-0.324253242,-0.201355409,-1.784757667,-0.495632499,-0.140097883,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.0_cy=2.4_cz=11.5.log
1,2.4,11.5,7.8,6,27,2,-6,0,-9.771014687,-1.859958465,-0.412066992,-0.081488449,-0.324253242,-0.05144327,-1.798117355,-0.140097883,-0.495632499,-1.784757667,-0.201355409,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.0_cy=2.4_cz=11.5.log
1.2,2.4,11.7,7.8,6,27,2,-6,0,-9.755132408,-1.666603809,-0.824617166,-0.076606421,-0.785724096,-0.042771081,-1.538918074,-0.122446026,-0.381011522,-1.727459729,-0.179028603,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.4_cz=11.7.log
-1.2,2.4,11.7,7.8,6,27,2,-6,0,-9.755113583,-0.824617166,-1.666597534,-0.042771081,-1.538918074,-0.076606421,-0.785724096,-0.179028603,-1.727453454,-0.381011522,-0.122446026,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.4_cz=11.7.log
1.2,2.3,11.6,7.8,6,27,2,-6,0,-9.748976535,-1.790210729,-0.578620696,-0.082862695,-0.728099853,-0.046762045,-1.579549347,-0.132373235,-0.402767293,-1.731751897,-0.20454316,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.3_cz=11.6.log
-1.2,2.3,11.6,7.8,6,27,2,-6,0,-9.74897026,-0.578614421,-1.790210729,-0.046762045,-1.579549347,-0.082862695,-0.728099853,-0.20454316,-1.731751897,-0.402767293,-0.132373235,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.3_cz=11.6.log
1.1,2.5,11.7,7.8,6,27,2,-6,0,-9.747765438,-1.643712244,-0.879743919,-0.073067264,-0.645588563,-0.043040911,-1.629379916,-0.120927452,-0.409324773,-1.719132671,-0.167231415,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.1_cy=2.5_cz=11.7.log
-1.1,2.5,11.7,7.8,6,27,2,-6,0,-9.747765438,-0.879743919,-1.643712244,-0.043040911,-1.629379916,-0.073067264,-0.645588563,-0.167231415,-1.719132671,-0.409324773,-0.120927452,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.1_cy=2.5_cz=11.7.log
-1.2,2.3,11.7,7.8,6,27,2,-6,0,-9.739388182,-0.766798395,-1.700275996,-0.044321032,-1.478262957,-0.079649844,-0.876769522,-0.190380259,-1.698920574,-0.380754243,-0.126600142,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.3_cz=11.7.log
1.2,2.3,11.7,7.8,6,27,2,-6,0,-9.739375632,-1.700275996,-0.766798395,-0.079649844,-0.876769522,-0.044321032,-1.478262957,-0.126600142,-0.380754243,-1.698920574,-0.190373984,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.3_cz=11.7.log
1,2.3,11.5,7.8,6,27,2,-6,0,-9.736520462,-1.844176589,-0.224416401,-0.084845627,-0.565449261,-0.053451302,-1.749083723,-0.145205814,-0.495469346,-1.752892709,-0.21398091,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.0_cy=2.3_cz=11.5.log
-1,2.3,11.5,7.8,6,27,2,-6,0,-9.736507912,-0.224416401,-1.844176589,-0.053451302,-1.749077448,-0.084845627,-0.565442986,-0.21398091,-1.752892709,-0.495469346,-0.145205814,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.0_cy=2.3_cz=11.5.log
-1.2,2.5,11.6,7.8,6,27,2,-6,0,-9.694872623,-0.74645452,-1.722985583,-0.043486443,-1.699309631,-0.076587595,-0.39406373,-0.180559727,-1.798820166,-0.402899071,-0.123713597,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.5_cz=11.6.log
1.2,2.5,11.6,7.8,6,27,2,-6,0,-9.694866348,-1.722985583,-0.746448245,-0.076587595,-0.39406373,-0.043486443,-1.699309631,-0.123713597,-0.402899071,-1.798820166,-0.180559727,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.5_cz=11.6.log
1.2,2.5,11.7,7.8,6,27,2,-6,0,-9.684876388,-1.621209736,-0.863780065,-0.073694774,-0.650759246,-0.041290158,-1.597533783,-0.118417412,-0.380986421,-1.75043287,-0.16846761,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.5_cz=11.7.log
-1.2,2.5,11.7,7.8,6,27,2,-6,0,-9.684876388,-0.863780065,-1.621209736,-0.041290158,-1.597533783,-0.073694774,-0.650759246,-0.16846761,-1.75043287,-0.380986421,-0.118417412,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.5_cz=11.7.log
-0.9,2.5,11.5,7.8,6,27,2,-6,0,-9.681795313,-0.60020704,-1.846115595,-0.051411894,-1.83861685,-0.07751631,-0.013133785,-0.187437237,-1.766898732,-0.53493345,-0.138127501,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.9_cy=2.5_cz=11.5.log
0.9,2.5,11.5,7.8,6,27,2,-6,0,-9.681789038,-1.846115595,-0.600200765,-0.07751631,-0.013133785,-0.051411894,-1.83861685,-0.138127501,-0.53493345,-1.766898732,-0.187437237,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.9_cy=2.5_cz=11.5.log
1.1,2.4,11.5,7.8,6,27,2,-6,0,-9.669759672,-1.864005905,-0.402955547,-0.082184985,-0.295406608,-0.049466613,-1.774962236,-0.136916407,-0.459268294,-1.800395216,-0.203808973,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.1_cy=2.4_cz=11.5.log
-1.1,2.4,11.5,7.8,6,27,2,-6,0,-9.669747122,-0.402955547,-1.864005905,-0.049466613,-1.774962236,-0.082184985,-0.295406608,-0.203808973,-1.800395216,-0.459268294,-0.136910132,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.1_cy=2.4_cz=11.5.log
0,2.4,11.8,7.8,6,27,2,-6,0,-9.645732316,-1.335052625,-1.335052625,-0.060793169,-1.386621397,-0.060793169,-1.386621397,-0.145745473,-0.874454011,-0.874454011,-0.145745473,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.4_cz=11.8.log
-0.1,2.4,11.8,7.8,6,27,2,-6,0,-9.645412283,-1.284902026,-1.383709751,-0.05929342,-1.431607589,-0.062236442,-1.336841029,-0.147904107,-0.938723584,-0.813246685,-0.143536637,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.4_cz=11.8.log
0.1,2.4,11.8,7.8,6,27,2,-6,0,-9.645412283,-1.383709751,-1.284902026,-0.062236442,-1.336841029,-0.05929342,-1.431607589,-0.143536637,-0.813246685,-0.938723584,-0.147904107,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.4_cz=11.8.log
1.3,2.4,11.7,7.8,6,27,2,-6,0,-9.641841752,-1.642783529,-0.825853361,-0.077164904,-0.781595081,-0.040945028,-1.498362103,-0.119760283,-0.355176935,-1.732128403,-0.180503251,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.4_cz=11.7.log
-1.3,2.4,11.7,7.8,6,27,2,-6,0,-9.641841752,-0.825853361,-1.642783529,-0.040945028,-1.498362103,-0.077164904,-0.781595081,-0.180503251,-1.732128403,-0.355176935,-0.119760283,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.4_cz=11.7.log
-1.1,2.3,11.5,7.8,6,27,2,-6,0,-9.6307913,-0.234745216,-1.865185624,-0.051386794,-1.718950693,-0.085573539,-0.516704284,-0.216942757,-1.761263692,-0.459142792,-0.141773334,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.1_cy=2.3_cz=11.5.log
1.1,2.3,11.5,7.8,6,27,2,-6,0,-9.63077875,-1.865185624,-0.234738941,-0.085573539,-0.516704284,-0.051380519,-1.718950693,-0.141773334,-0.459142792,-1.761263692,-0.216942757,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.1_cy=2.3_cz=11.5.log
-1,2.5,11.5,7.8,6,27,2,-6,0,-9.627816903,-0.561809703,-1.848293054,-0.049529364,-1.838246619,-0.078288147,0.010749246,-0.189577046,-1.811194663,-0.495281093,-0.135146829,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.0_cy=2.5_cz=11.5.log
1,2.5,11.5,7.8,6,27,2,-6,0,-9.627810628,-1.848293054,-0.561803428,-0.078288147,0.010749246,-0.049529364,-1.838246619,-0.135146829,-0.495281093,-1.811194663,-0.189577046,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.0_cy=2.5_cz=11.5.log
-1.3,2.4,11.6,7.8,6,27,2,-6,0,-9.623192155,-0.684971091,-1.742212489,-0.043191513,-1.599654767,-0.080195778,-0.589395043,-0.193925691,-1.747803603,-0.374987426,-0.125069018,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.4_cz=11.6.log
1.3,2.4,11.6,7.8,6,27,2,-6,0,-9.623192155,-1.742212489,-0.684971091,-0.080195778,-0.589395043,-0.043191513,-1.599654767,-0.125069018,-0.374987426,-1.747803603,-0.193925691,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.4_cz=11.6.log
-1.3,2.3,11.7,7.8,6,27,2,-6,0,-9.622050087,-0.781689207,-1.683854059,-0.042400851,-1.436188412,-0.080227154,-0.858132475,-0.192231414,-1.699046076,-0.354781604,-0.123719872,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.3_cz=11.7.log
1.3,2.3,11.7,7.8,6,27,2,-6,0,-9.622037536,-1.683854059,-0.781689207,-0.080227154,-0.858119925,-0.042400851,-1.436188412,-0.123719872,-0.354781604,-1.699046076,-0.192231414,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.3_cz=11.7.log
0,2.5,11.8,7.8,6,27,2,-6,0,-9.599014194,-1.378124912,-1.378118637,-0.058515307,-1.335002424,-0.058515307,-1.335002424,-0.139489198,-0.874447735,-0.87444146,-0.139489198,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.5_cz=11.8.log
-0.1,2.5,11.8,7.8,6,27,2,-6,0,-9.597520721,-1.333182645,-1.420243383,-0.057084584,-1.395099057,-0.059902105,-1.270224567,-0.141396828,-0.93904989,-0.812926655,-0.137518817,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.5_cz=11.8.log
0.1,2.5,11.8,7.8,6,27,2,-6,0,-9.597520721,-1.420243383,-1.333182645,-0.059902105,-1.270224567,-0.057084584,-1.395099057,-0.137518817,-0.812926655,-0.93904989,-0.141396828,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.5_cz=11.8.log
-1.3,2.3,11.6,7.8,6,27,2,-6,0,-9.58680285,-0.607178676,-1.778037035,-0.044772838,-1.536037803,-0.08342118,-0.707034342,-0.206789645,-1.704461487,-0.37464857,-0.129260785,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.3_cz=11.6.log
1.3,2.3,11.6,7.8,6,27,2,-6,0,-9.58680285,-1.778037035,-0.607178676,-0.08342118,-0.707034342,-0.044772838,-1.536037803,-0.129260785,-0.37464857,-1.704461487,-0.206789645,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.3_cz=11.6.log
-1.3,2.5,11.7,7.8,6,27,2,-6,0,-9.585321927,-0.855170628,-1.592381926,-0.039551955,-1.55902977,-0.074246984,-0.666145791,-0.169609678,-1.758722277,-0.355176935,-0.115888547,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.5_cz=11.7.log
1.3,2.5,11.7,7.8,6,27,2,-6,0,-9.585321927,-1.592381926,-0.855170628,-0.074246984,-0.666145791,-0.039551955,-1.55902977,-0.115888547,-0.355176935,-1.758722277,-0.169609678,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.5_cz=11.7.log
-1.3,2.5,11.6,7.8,6,27,2,-6,0,-9.562273484,-0.745325003,-1.69455938,-0.041679214,-1.661175848,-0.077114704,-0.419565736,-0.18199045,-1.783414795,-0.375031352,-0.120990203,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.5_cz=11.6.log
1.3,2.5,11.6,7.8,6,27,2,-6,0,-9.562273484,-1.69455938,-0.745325003,-0.077114704,-0.419565736,-0.041679214,-1.661175848,-0.120990203,-0.375031352,-1.783414795,-0.18199045,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.5_cz=11.6.log
0.1,2.3,11.8,7.8,6,27,2,-6,0,-9.553676598,-1.306601322,-1.193586771,-0.064690006,-1.37360684,-0.061615207,-1.444954727,-0.149818012,-0.812531324,-0.937230111,-0.154731416,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.3_cz=11.8.log
-0.1,2.3,11.8,7.8,6,27,2,-6,0,-9.553670323,-1.193586771,-1.306595047,-0.061615207,-1.444954727,-0.064690006,-1.37360684,-0.154731416,-0.937230111,-0.812531324,-0.149818012,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.3_cz=11.8.log
0,2.3,11.8,7.8,6,27,2,-6,0,-9.552158024,-1.249836768,-1.249836768,-0.063183982,-1.411702972,-0.063183982,-1.411702972,-0.152296677,-0.873380968,-0.873380968,-0.152296677,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.3_cz=11.8.log
1.1,2.5,11.5,7.8,6,27,2,-6,0,-9.549999389,-1.840097774,-0.53964605,-0.078972133,0.012474899,-0.04765311,-1.824253146,-0.132178706,-0.459061216,-1.833082212,-0.191603903,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.1_cy=2.5_cz=11.5.log
-1.1,2.5,11.5,7.8,6,27,2,-6,0,-9.549999389,-0.53964605,-1.840097774,-0.04765311,-1.824253146,-0.078972133,0.012474899,-0.191603903,-1.833082212,-0.459061216,-0.132178706,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.1_cy=2.5_cz=11.5.log
1.2,2.4,11.8,7.8,6,27,2,-6,0,-9.539821176,-1.566848544,-0.899805414,-0.073650849,-0.897766007,-0.040562246,-1.437179878,-0.117118466,-0.360127989,-1.667890204,-0.166867459,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.4_cz=11.8.log
-1.2,2.4,11.8,7.8,6,27,2,-6,0,-9.539821176,-0.899805414,-1.566848544,-0.040562246,-1.437179878,-0.073650849,-0.897766007,-0.166867459,-1.667890204,-0.360127989,-0.117118466,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.4_cz=11.8.log
1.2,2.3,11.8,7.8,6,27,2,-6,0,-9.531192914,-1.605660038,-0.868116159,-0.07653112,-0.953601847,-0.041986694,-1.377880183,-0.121040404,-0.359782858,-1.6456638,-0.177221374,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.3_cz=11.8.log
-1.2,2.3,11.8,7.8,6,27,2,-6,0,-9.531192914,-0.868116159,-1.605660038,-0.041986694,-1.377880183,-0.07653112,-0.953601847,-0.177221374,-1.6456638,-0.359782858,-0.121040404,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.3_cz=11.8.log
1.3,2.2,11.7,7.8,6,27,2,-6,0,-9.528168315,-1.712688143,-0.717902815,-0.083427454,-0.904637241,-0.0439508,-1.372916579,-0.127786136,-0.354279596,-1.659399994,-0.204856914,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.2_cz=11.7.log
-1.3,2.2,11.7,7.8,6,27,2,-6,0,-9.528168315,-0.717902815,-1.712688143,-0.0439508,-1.372916579,-0.083427454,-0.904637241,-0.204856914,-1.659399994,-0.354279596,-0.127786136,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.2_cz=11.7.log
-1.2,2.4,11.5,7.8,6,27,2,-6,0,-9.524779764,-0.412073267,-1.856664038,-0.047496232,-1.742036786,-0.08280622,-0.281682964,-0.206162136,-1.785165548,-0.425941238,-0.133741206,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.4_cz=11.5.log
1.2,2.4,11.5,7.8,6,27,2,-6,0,-9.524779763,-1.856664038,-0.412073267,-0.08280622,-0.281682964,-0.047496232,-1.742036786,-0.133741206,-0.425941238,-1.785171823,-0.20615586,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.4_cz=11.5.log
-1.2,2.5,11.8,7.8,6,27,2,-6,0,-9.481563148,-0.915976347,-1.518850304,-0.039187999,-1.494904523,-0.070889805,-0.809826755,-0.157228905,-1.685322432,-0.360109164,-0.113303206,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.5_cz=11.8.log
1.2,2.5,11.8,7.8,6,27,2,-6,0,-9.481550598,-1.518850304,-0.915976347,-0.070889805,-0.809826755,-0.039187999,-1.494904523,-0.113303206,-0.360109164,-1.685322432,-0.15722263,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.5_cz=11.8.log
1.2,2.3,11.5,7.8,6,27,2,-6,0,-9.476179112,-1.87251494,-0.26453939,-0.086194773,-0.479141536,-0.049303461,-1.680973788,-0.138378505,-0.425859662,-1.737744618,-0.219772827,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.3_cz=11.5.log
-1.2,2.3,11.5,7.8,6,27,2,-6,0,-9.476160287,-0.26453939,-1.87251494,-0.049303461,-1.680973788,-0.086188498,-0.479141536,-0.219772827,-1.737738343,-0.425859662,-0.138378505,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.3_cz=11.5.log
-1.4,2.4,11.7,7.8,6,27,2,-6,0,-9.475645729,-0.833791362,-1.612135941,-0.039131524,-1.452942929,-0.077635537,-0.78466988,-0.181852398,-1.707197431,-0.331544908,-0.117074541,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.4_cz=11.7.log
1.4,2.4,11.7,7.8,6,27,2,-6,0,-9.475633179,-1.612135941,-0.833791362,-0.077635537,-0.78466988,-0.039131524,-1.452942929,-0.117074541,-0.331544908,-1.707197431,-0.181846123,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.4_cz=11.7.log
1.3,2.4,11.8,7.8,6,27,2,-6,0,-9.457297336,-1.542262702,-0.894182925,-0.074221883,-0.890681419,-0.038798943,-1.397847551,-0.114633527,-0.336213583,-1.690775494,-0.168028353,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.4_cz=11.8.log
-1.3,2.4,11.8,7.8,6,27,2,-6,0,-9.457297336,-0.894182925,-1.542262702,-0.038798943,-1.397847551,-0.074221883,-0.890681419,-0.168028353,-1.690775494,-0.336213583,-0.114633527,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.4_cz=11.8.log
1.4,2.3,11.7,7.8,6,27,2,-6,0,-9.450375903,-1.659117615,-0.802961796,-0.080704061,-0.845651301,-0.040505771,-1.390097803,-0.120864701,-0.331218604,-1.669628407,-0.193957066,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.3_cz=11.7.log
-1.4,2.3,11.7,7.8,6,27,2,-6,0,-9.450375903,-0.802961796,-1.659117615,-0.040505771,-1.390097803,-0.080704061,-0.845651301,-0.193957066,-1.669628407,-0.331218604,-0.120864701,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.3_cz=11.7.log
-1.3,2.3,11.8,7.8,6,27,2,-6,0,-9.447752909,-0.873330767,-1.586690411,-0.040141815,-1.337656792,-0.077120979,-0.936088042,-0.178721123,-1.66543664,-0.335818251,-0.118386037,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.3_cz=11.8.log
1.3,2.3,11.8,7.8,6,27,2,-6,0,-9.447740359,-1.586690411,-0.873330767,-0.077120979,-0.936088042,-0.040141815,-1.337656792,-0.118386037,-0.335818251,-1.66543664,-0.178714848,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.3_cy=2.3_cz=11.8.log
-1.4,2.5,11.7,7.8,6,27,2,-6,0,-9.434161043,-0.853206522,-1.557919077,-0.037820027,-1.514922092,-0.074711341,-0.690047647,-0.170626244,-1.737217509,-0.331551184,-0.113372232,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.4_cy=2.5_cz=11.7.log
1.4,2.5,11.7,7.8,6,27,2,-6,0,-9.434161043,-1.557919077,-0.853206522,-0.074711341,-0.690047647,-0.037820027,-1.514922092,-0.113372232,-0.331551184,-1.737217509,-0.170626244,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.4_cy=2.5_cz=11.7.log
1.2,2.5,11.5,7.8,6,27,2,-6,0,-9.433232327,-1.82227649,-0.534061211,-0.079561993,-0.006180973,-0.045776855,-1.798286783,-0.129216859,-0.425934963,-1.824880657,-0.193511534,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=1.2_cy=2.5_cz=11.5.log
-1.2,2.5,11.5,7.8,6,27,2,-6,0,-9.433213502,-0.534061211,-1.82227649,-0.045776855,-1.798280508,-0.079561993,-0.006180973,-0.193511534,-1.824880657,-0.425928688,-0.129216859,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.2_cy=2.5_cz=11.5.log
0,2.6,11.8,7.8,6,27,2,-6,0,-9.423581224,-1.390248405,-1.390248405,-0.056350398,-1.251581245,-0.056350398,-1.251581245,-0.133527853,-0.873280567,-0.873280567,-0.133521578,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.0_cy=2.6_cz=11.8.log
-0.1,2.6,11.8,7.8,6,27,2,-6,0,-9.421529267,-1.349949713,-1.426926364,-0.054976151,-1.330885959,-0.057674444,-1.167683159,-0.135197029,-0.938158826,-0.811583783,-0.1317771,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-0.1_cy=2.6_cz=11.8.log
0.1,2.6,11.8,7.8,6,27,2,-6,0,-9.421522991,-1.426926364,-1.349943438,-0.057674444,-1.167683159,-0.054976151,-1.330885959,-0.1317771,-0.811583783,-0.938158826,-0.135197029,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=0.1_cy=2.6_cz=11.8.log
-1.3,2.5,11.8,7.8,6,27,2,-6,0,-9.407931124,-0.90269196,-1.490574704,-0.037506273,-1.45705312,-0.071448288,-0.816779566,-0.158088594,-1.710642461,-0.336232408,-0.110975143,2,Done,BTBT_a=7.8_b=6_theta=27_A1=2_A2=-6_phi1=0_cx=-1.3_cy=2.5_cz=11.8.log
